position,sentLenInTokens,numPunct,numPrecedingNP,numFollowingNP,followsPrepPhrase,fourPosTagsPrecedingFollowing,followedByVBG,followedByPrep,numFollowingAdj,followsVerb,followedByVerb,followedByAdj,followedByNPAdj,numTokensPrecedingFollowingInfinitiveVerb,numTokensUntilNextPrep,followedBySeqAdjNP,depRelType,nextFollowingVerbInWeather,nextFollowingVerbInCognition
6,8,1,1,0,true,VERB-PRON-VERB-ADP-ADV-PUNCT-ABS-ABS,false,false,0,false,false,false,false,0,0,false,dep,false,false
7,28,4,1,6,false,INTJ-PUNCT-PRON-VERB-ADP-DET-ADJ-NOUN,false,true,2,true,false,false,false,0,0,false,dobj,false,false
15,28,4,3,4,false,NOUN-PUNCT-CONJ-VERB-ADP-DET-NOUN-ADP,false,true,1,true,false,false,false,0,0,false,dobj,false,false
13,19,3,3,2,false,VERB-PRON-ADV-ADJ-VERB-DET-NOUN-PUNCT,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
34,37,5,8,1,false,ADP-DET-NOUN-ADP-VERB-NOUN-PUNCT-ABS,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
11,15,3,1,1,false,PUNCT-PRON-VERB-VERB-ADP-PRON-NOUN-PUNCT,false,true,0,true,false,false,false,0,0,false,dobj,false,false
5,6,1,1,0,false,ADV-PRON-VERB-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
6,7,1,2,0,false,ADP-ADV-PRON-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
7,17,3,2,2,false,VERB-PRON-ADV-VERB-PUNCT-ADP-PUNCT-CONJ,false,false,0,true,false,false,false,0,1,false,dobj,false,false
16,17,3,4,0,true,VERB-DET-NOUN-ADP-PUNCT-ABS-ABS-ABS,false,false,0,false,false,false,false,0,0,false,prep_of,false,false
9,16,3,3,2,false,PROPN-PUNCT-PROPN-VERB-PUNCT-CONJ-PRON-DET,false,false,0,true,false,false,false,0,5,false,dobj,false,false
3,11,3,1,2,false,ABS-ABS-PRON-VERB-PUNCT-ADP-ADP-NOUN,false,false,0,true,false,false,false,0,1,false,dobj,false,false
2,7,1,0,0,false,ABS-ABS-ABS-CONJ-VERB-ADV-VERB-ADV,false,false,0,false,true,false,false,0,0,false,nsubjpass,false,false
4,5,1,1,0,false,ABS-CONJ-PRON-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
8,14,2,1,1,false,NOUN-VERB-VERB-PUNCT-VERB-DET-ADV-ADJ,false,false,1,false,true,false,false,0,0,false,nsubj,false,false
12,13,1,3,0,false,DET-NOUN-VERB-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
1,19,1,0,4,false,ABS-ABS-ABS-ABS-VERB-ADJ-ADP-PRON,false,false,1,false,true,false,false,6,4,false,nsubj,false,false
7,19,1,2,2,false,ADJ-ADP-PRON-ADP-VERB-VERB-VERB-ADP,false,false,0,false,true,false,false,0,3,false,nsubjpass,false,false
12,19,1,3,1,false,VERB-VERB-VERB-ADP-VERB-VERB-CONJ-PRON,false,false,0,false,true,false,false,0,0,false,nsubjpass,false,false
11,17,3,2,1,false,VERB-VERB-ADP-VERB-PUNCT-ADV-VERB-PRON,false,false,0,true,false,false,false,0,0,false,nsubj,false,false
5,9,1,1,1,false,PRON-VERB-VERB-VERB-ADV-ADP-PRON-PUNCT,false,false,0,true,false,false,false,0,1,false,dobj,false,false
3,6,1,0,0,false,ABS-ABS-CONJ-ADV-VERB-VERB-PUNCT-ABS,false,false,0,false,true,false,false,0,0,false,nsubjpass,false,false
1,11,4,0,1,false,ABS-ABS-ABS-ABS-VERB-VERB-PUNCT-PUNCT,false,false,0,false,true,false,false,0,0,false,root,false,false
9,11,4,1,0,false,PUNCT-PUNCT-CONJ-VERB-VERB-PUNCT-ABS-ABS,false,false,0,true,true,false,false,0,0,false,nsubj,false,false
1,6,1,0,1,false,ABS-ABS-ABS-ABS-VERB-VERB-DET-NOUN,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
10,12,1,2,1,true,VERB-ADV-VERB-ADP-PRON-PUNCT-ABS-ABS,false,false,0,false,false,false,false,0,0,false,prep_of,false,false
1,13,1,0,2,false,ABS-ABS-ABS-ABS-VERB-VERB-VERB-VERB,false,false,0,false,true,false,false,0,5,false,nsubjpass,false,false
1,17,4,0,3,false,ABS-ABS-ABS-ABS-VERB-ADV-ADP-DET,false,false,0,false,true,false,false,0,2,false,nsubj,false,false
1,24,5,0,6,false,ABS-ABS-ABS-ABS-VERB-VERB-ADP-NUM,false,false,0,false,true,false,false,0,2,false,nsubjpass,false,false
4,5,1,1,0,true,ABS-PROPN-VERB-ADP-PUNCT-ABS-ABS-ABS,false,false,0,false,false,false,false,0,0,false,dep,false,false
34,37,5,7,0,false,PUNCT-ADP-VERB-ADP-VERB-ADV-PUNCT-ABS,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
9,21,5,1,2,false,PRON-VERB-ADV-VERB-ADP-DET-NOUN-PUNCT,false,true,0,true,false,false,false,0,0,false,dobj,false,false
5,6,1,1,0,false,PRON-VERB-ADV-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
1,11,1,0,2,false,ABS-ABS-ABS-ABS-VERB-DET-NOUN-DET,false,false,1,false,true,false,false,6,0,false,nsubj,false,false
4,14,1,1,3,false,ABS-PRON-VERB-ADP-VERB-DET-NOUN-ADP,false,false,1,false,true,false,false,0,3,false,nsubj,false,false
8,17,1,2,1,false,PRON-ADP-ADV-ADP-VERB-ADV-VERB-VERB,false,false,1,false,true,false,false,0,0,false,nsubjpass,false,false
4,12,3,0,1,false,ABS-ADV-PUNCT-ADP-VERB-VERB-VERB-CONJ,false,false,0,false,true,false,false,0,0,false,nsubjpass,false,false
7,50,4,1,13,false,ADP-ADV-VERB-VERB-ADP-PRON-NOUN-PUNCT,false,true,4,true,false,false,false,0,0,false,dobj,false,false
7,10,1,1,0,false,NOUN-VERB-ADP-VERB-ADV-ADV-PUNCT-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
29,31,4,6,0,false,NOUN-PUNCT-CONJ-VERB-ADV-PUNCT-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
2,8,1,0,1,false,ABS-ABS-ABS-ADP-VERB-ADP-DET-ADV,false,false,1,false,true,false,false,0,1,false,nsubj,false,false
1,4,1,0,1,false,ABS-ABS-ABS-ABS-VERB-PRON-PUNCT-ABS,false,false,0,false,true,false,false,0,0,false,nsubj,false,true
1,9,1,0,2,false,ABS-ABS-ABS-ABS-VERB-DET-NOUN-ADP,false,false,1,false,true,false,false,0,0,false,nsubj,false,false
9,16,2,1,2,false,NOUN-CONJ-NOUN-PUNCT-VERB-ADP-DET-NOUN,false,false,0,false,true,false,false,0,4,false,nsubj,false,false
10,14,1,2,0,false,ADP-NUM-NOUN-ADP-VERB-VERB-VERB-PUNCT,false,false,0,false,true,false,false,0,0,false,nsubjpass,false,false
1,22,4,0,4,false,ABS-ABS-ABS-ABS-VERB-VERB-ADP-ADJ,false,false,2,false,true,false,false,13,2,false,nsubjpass,false,false
17,19,2,5,0,false,DET-NOUN-CONJ-VERB-ADJ-PUNCT-ABS-ABS,false,false,1,true,false,true,false,0,0,false,dobj,false,false
1,32,3,0,6,false,ABS-ABS-ABS-ABS-VERB-VERB-VERB-ADP,false,false,2,false,true,false,false,27,3,false,nsubjpass,false,false
31,32,3,6,0,false,ADV-ADJ-ADP-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
4,8,1,1,1,false,ABS-PROPN-VERB-VERB-ADP-DET-NOUN-PUNCT,false,true,0,true,false,false,false,0,0,false,dobj,false,false
11,13,2,4,0,false,NOUN-PUNCT-PRON-VERB-ADV-PUNCT-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
16,24,4,4,1,true,ADP-DET-NOUN-ADP-PUNCT-VERB-VERB-DET,false,false,1,false,false,false,false,0,0,false,prep_before,false,false
14,29,4,3,3,false,ADJ-NOUN-PUNCT-CONJ-VERB-VERB-ADV-ADJ,false,false,2,false,true,false,false,6,4,false,nsubj,false,false
20,29,4,4,2,false,VERB-ADV-ADJ-ADP-ADP-VERB-ADP-ADJ,false,false,1,false,false,false,false,0,2,false,nsubj,false,false
22,24,2,6,0,false,PRON-VERB-ADV-VERB-ADV-PUNCT-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
23,31,8,7,1,false,X-NOUN-PUNCT-CONJ-VERB-VERB-PUNCT-PUNCT,false,false,0,false,true,false,false,0,0,false,nsubjpass,false,false
16,17,2,3,0,true,VERB-ADV-VERB-ADP-PUNCT-ABS-ABS-ABS,false,false,0,false,false,false,false,0,0,false,prep_with,false,false
10,11,2,3,0,false,ADP-NOUN-ADV-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
1,10,1,0,3,false,ABS-ABS-ABS-ABS-VERB-NOUN-ADP-PRON,false,false,0,false,true,false,false,0,5,false,nsubj,false,false
4,43,3,1,12,false,ABS-PRON-VERB-VERB-ADJ-ADP-VERB-DET,false,false,3,true,false,true,false,1,7,false,nsubj,false,false
33,43,3,10,3,false,ADV-PUNCT-PROPN-PROPN-VERB-VERB-ADP-DET,false,false,0,false,true,false,false,0,0,false,nsubjpass,false,false
41,43,3,13,0,false,DET-NOUN-PRON-VERB-ADV-PUNCT-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
3,17,3,1,3,false,ABS-ABS-PRON-VERB-VERB-ADV-VERB-PRON,false,false,0,true,true,false,false,0,10,false,nsubj,false,false
1,21,1,0,3,false,ABS-ABS-ABS-ABS-VERB-ADV-ADV-ADP,false,false,2,false,true,false,false,0,3,false,nsubj,false,false
9,10,1,4,0,false,ADP-PRON-PRON-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
3,9,1,1,2,false,ABS-ABS-PRON-VERB-VERB-ADP-NOUN-DET,false,false,0,true,true,false,false,0,0,false,nsubj,false,false
1,21,4,0,4,false,ABS-ABS-ABS-ABS-VERB-VERB-PUNCT-CONJ,false,false,3,false,true,false,false,0,5,false,nsubjpass,false,false
16,23,3,4,2,true,VERB-PRON-NOUN-ADP-PUNCT-VERB-PRON-ADP,false,false,0,false,false,false,false,0,0,false,prep_on,false,false
19,23,3,5,1,false,ADP-PRON-PUNCT-VERB-ADP-DET-NOUN-PUNCT,false,false,0,true,false,false,false,0,0,false,dobj,false,false
1,6,1,0,1,false,ABS-ABS-ABS-ABS-VERB-ADV-ADV-NOUN,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
2,8,2,0,2,false,ABS-ABS-ABS-CONJ-VERB-DET-NOUN-PUNCT,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
3,6,1,1,0,false,ABS-ABS-PRON-VERB-VERB-ADJ-PUNCT-ABS,false,false,1,true,true,false,false,0,0,false,nsubj,false,false
2,8,1,0,1,false,ABS-ABS-ABS-CONJ-VERB-ADV-DET-ADJ,false,false,1,false,true,false,false,0,0,false,nsubj,false,false
13,19,3,4,2,false,NOUN-PUNCT-CONJ-VERB-ADP-PRON-NOUN-DET,false,false,0,true,false,false,false,0,0,false,dobj,false,false
3,7,2,1,1,false,ABS-ABS-PRON-VERB-ADP-PUNCT-INTJ-PUNCT,false,false,0,true,false,false,false,0,0,false,dobj,false,false
6,9,1,1,1,false,PRON-VERB-ADV-VERB-ADP-PRON-PUNCT-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
13,16,2,3,0,false,ADJ-NOUN-ADV-PUNCT-VERB-VERB-PUNCT-ABS,false,false,0,false,true,false,false,0,0,false,nsubjpass,false,false
2,25,7,0,5,false,ABS-ABS-ABS-CONJ-VERB-VERB-PRON-DET,false,false,0,false,true,false,false,0,15,false,nsubj,false,false
5,8,2,1,1,false,PRON-VERB-ADV-VERB-PUNCT-PROPN-PUNCT-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
1,10,2,0,1,false,ABS-ABS-ABS-ABS-VERB-VERB-VERB-PUNCT,false,false,1,false,true,false,false,0,6,false,nsubj,false,false
7,8,1,2,0,false,PRON-VERB-ADV-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
1,10,4,0,0,false,ABS-ABS-ABS-ABS-VERB-ADP-VERB-VERB,false,false,0,false,true,false,false,1,0,false,nsubj,false,false
19,25,6,2,1,false,PUNCT-ADV-ADV-ADP-VERB-VERB-PRON-ADJ,false,false,1,false,true,false,false,0,0,false,nsubj,false,false
15,21,3,2,0,false,ADJ-CONJ-ADJ-PUNCT-VERB-ADV-ADJ-ADP,false,false,1,false,true,false,false,3,0,false,nsubj,false,false
5,6,1,1,0,false,PRON-VERB-ADV-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
2,5,1,0,0,false,ABS-ABS-ABS-VERB-VERB-ADJ-PUNCT-ABS,false,false,1,true,true,false,false,0,0,false,nsubj,false,false
4,8,1,0,0,false,ABS-CONJ-ADV-VERB-ADV-VERB-ADJ-PUNCT,false,false,1,true,false,false,false,0,0,false,advmod,false,false
1,49,8,0,12,false,ABS-ABS-ABS-ABS-VERB-DET-ADJ-NOUN,false,false,6,false,true,false,false,12,4,false,nsubj,false,false
16,49,8,3,9,false,CONJ-PUNCT-ADP-VERB-DET-ADJ-NOUN-DET,false,false,5,true,false,false,true,0,12,false,nsubj,false,false
16,23,6,2,0,false,PUNCT-PUNCT-PUNCT-CONJ-VERB-VERB-ADP-ADP,false,false,1,false,true,false,false,3,0,false,nsubj,false,false
8,9,1,3,0,true,PRON-ADP-ADJ-ADP-PUNCT-ABS-ABS-ABS,false,false,0,false,false,false,false,0,0,false,prep_about,false,false
7,9,2,1,0,false,PRON-VERB-ADV-VERB-VERB-PUNCT-ABS-ABS,false,false,0,true,true,false,false,0,0,false,nsubj,false,false
4,7,1,1,1,false,ABS-DET-NOUN-VERB-ADP-NOUN-PUNCT-ABS,false,true,0,true,false,false,false,0,0,false,dobj,false,false
2,13,1,0,2,false,ABS-ABS-ABS-CONJ-VERB-ADV-DET-ADJ,false,false,1,false,true,false,false,8,5,false,nsubj,false,false
4,7,2,1,1,false,ABS-DET-NOUN-PUNCT-VERB-PROPN-PUNCT-ABS,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
5,8,1,1,0,false,CONJ-PRON-VERB-VERB-ADV-ADV-PUNCT-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
11,15,3,3,1,false,PUNCT-PRON-ADV-VERB-VERB-VERB-PRON-PUNCT,false,false,0,true,true,false,false,0,0,false,nsubj,false,false
5,10,1,1,1,false,PRON-VERB-ADV-VERB-VERB-ADP-DET-NOUN,false,false,0,true,true,false,false,0,1,false,nsubj,false,false
1,7,1,0,1,false,ABS-ABS-ABS-ABS-VERB-ADP-DET-ADJ,false,false,1,false,true,false,false,0,1,false,nsubj,false,false
16,22,4,4,1,false,PUNCT-PUNCT-CONJ-ADV-VERB-DET-ADV-ADJ,false,false,1,false,true,false,false,0,0,false,nsubj,false,false
11,15,2,3,0,false,ADP-DET-NOUN-ADP-VERB-VERB-ADV-PUNCT,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
4,11,2,1,2,false,ABS-PRON-VERB-VERB-ADP-ADJ-PUNCT-ADV,false,true,1,true,false,false,false,0,0,false,dobj,false,false
9,11,2,3,0,false,ADP-ADJ-PUNCT-ADV-VERB-PUNCT-ABS-ABS,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
5,11,2,1,2,false,PRON-VERB-ADV-VERB-DET-NOUN-PUNCT-PRON,false,false,0,true,false,false,false,0,0,false,nsubj,false,false
1,6,1,0,0,false,ABS-ABS-ABS-ABS-VERB-ADV-ADV-ADJ,false,false,1,false,true,false,false,0,0,false,nsubj,false,false
10,18,2,2,2,false,ADJ-NUM-PUNCT-VERB-ADP-DET-ADJ-NUM,false,true,0,true,false,false,false,0,0,false,dobj,false,false
5,8,1,2,1,true,PROPN-VERB-NOUN-ADP-ADP-NOUN-PUNCT-ABS,false,true,0,false,false,false,false,0,0,false,prep_of,false,false
9,14,1,2,0,false,ADP-DET-VERB-ADV-VERB-VERB-VERB-VERB,false,false,0,false,true,false,false,0,0,false,nsubjpass,false,false
4,6,1,1,0,false,ABS-CONJ-PRON-VERB-VERB-PUNCT-ABS-ABS,false,false,0,true,true,false,false,0,0,false,nsubj,false,false
4,20,2,1,5,false,ABS-PROPN-PROPN-VERB-VERB-PUNCT-CONJ-PRON,false,false,0,true,true,false,false,0,6,false,nsubj,false,false
19,20,2,6,0,true,DET-VERB-VERB-ADP-PUNCT-ABS-ABS-ABS,false,false,0,false,false,false,false,0,0,false,prep_in,false,false
6,12,2,2,1,false,VERB-PROPN-PROPN-VERB-VERB-PUNCT-VERB-PROPN,false,false,0,true,true,false,false,0,0,false,nsubj,false,false
9,16,3,2,2,false,DET-NOUN-ADP-VERB-VERB-ADV-PUNCT-DET,false,false,0,true,true,false,false,0,0,false,nsubj,false,true
1,39,4,0,8,false,ABS-ABS-ABS-ABS-VERB-ADJ-ADV-ADP,false,false,2,false,true,false,false,0,3,false,nsubj,false,false
13,39,4,3,5,false,VERB-PRON-VERB-VERB-PUNCT-CONJ-PRON-VERB,false,false,1,true,false,false,false,0,5,false,dobj,false,false
20,39,4,5,3,false,PRON-VERB-VERB-ADP-VERB-ADV-ADJ-ADV,false,false,1,false,true,false,false,0,10,false,nsubj,false,false
2,9,1,0,1,false,ABS-ABS-ABS-ADV-VERB-ADV-ADJ-ADP,false,false,1,false,true,false,false,0,3,false,nsubj,false,false
1,10,2,0,2,false,ABS-ABS-ABS-ABS-VERB-ADV-ADP-DET,false,false,0,false,true,false,false,0,2,false,nsubj,false,false
21,25,8,5,1,false,PUNCT-PRON-VERB-VERB-DET-DET-ADJ-PUNCT,false,false,1,true,false,false,true,0,0,false,dobj,false,false
17,18,2,4,0,true,DET-ADJ-NOUN-ADP-PUNCT-ABS-ABS-ABS,false,false,0,false,false,false,false,0,0,false,prep_from,false,false
3,12,2,1,2,false,ABS-ABS-PRON-VERB-ADP-ADP-PRON-NOUN,false,false,0,true,false,false,false,0,1,false,dobj,false,false
10,12,2,3,0,false,PRON-NOUN-PUNCT-VERB-ADV-PUNCT-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
9,32,4,3,6,false,NOUN-PUNCT-PRON-VERB-ADP-DET-NOUN-PUNCT,false,true,1,true,false,false,false,0,0,false,dobj,false,false
22,32,4,7,2,true,NOUN-ADP-NOUN-ADP-ADP-ADV-PUNCT-CONJ,false,true,0,false,false,false,false,0,0,false,prep_on_top_of,false,false
9,10,1,2,0,false,ADP-PRON-ADP-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
4,9,2,1,1,false,ABS-CONJ-ADV-ADJ-VERB-ADV-PUNCT-NOUN,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
20,31,5,7,3,false,PRON-VERB-PRON-VERB-PUNCT-PUNCT-PUNCT-DET,false,false,0,true,false,false,false,0,5,false,dobj,false,false
29,31,5,10,0,false,NOUN-ADP-PROPN-PROPN-VERB-PUNCT-ABS-ABS,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
5,20,2,1,4,false,CONJ-ADV-PRON-VERB-PUNCT-ADP-PRON-VERB,false,false,1,true,false,false,false,10,1,false,dobj,false,false
18,20,2,5,0,false,ADJ-NOUN-ADP-VERB-ADP-PUNCT-ABS-ABS,false,true,0,true,false,false,false,0,0,false,dobj,false,false
5,12,1,1,1,false,CONJ-PRON-VERB-ADJ-VERB-ADV-ADJ-ADP,false,false,1,false,true,false,false,0,3,false,nsubj,false,false
14,17,5,4,0,false,PUNCT-NOUN-NOUN-VERB-ADP-ADV-PUNCT-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
4,8,1,1,1,false,ABS-VERB-PRON-VERB-VERB-DET-NOUN-PUNCT,false,false,0,true,true,false,false,0,0,false,nsubj,false,false
3,7,1,1,0,false,ABS-ABS-PRON-VERB-VERB-VERB-VERB-PUNCT,false,false,0,true,true,false,false,0,0,false,nsubjpass,false,false
1,9,1,0,2,false,ABS-ABS-ABS-ABS-VERB-VERB-ADV-DET,false,false,0,false,true,false,false,0,5,false,nsubjpass,false,false
3,10,2,1,2,false,ABS-ABS-PRON-VERB-ADP-DET-NOUN-PUNCT,false,true,0,true,false,false,false,0,0,false,dobj,false,false
14,22,1,4,1,false,DET-NOUN-ADP-VERB-ADV-PRON-NOUN-VERB,false,false,0,true,false,false,false,0,0,false,dobj,false,false
7,8,2,1,0,false,VERB-PUNCT-CONJ-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
8,10,1,2,0,true,PRON-ADP-VERB-ADP-ADV-PUNCT-ABS-ABS,false,false,0,false,false,false,false,0,0,false,prep_to,false,false
1,4,1,0,1,false,ABS-ABS-ABS-ABS-VERB-DET-PUNCT-ABS,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
7,21,2,2,5,false,VERB-VERB-PRON-VERB-PUNCT-PRON-VERB-ADV,false,false,0,true,false,false,false,0,0,false,dobj,false,false
9,21,2,3,4,false,PRON-VERB-PRON-PUNCT-VERB-ADV-VERB-DET,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
20,21,2,7,0,false,PRON-ADV-PRON-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
7,12,2,2,1,false,VERB-VERB-PRON-VERB-PUNCT-VERB-PROPN-ADV,false,false,0,true,false,false,false,0,0,false,dobj,false,false
3,20,2,1,6,false,ABS-ABS-PRON-VERB-ADP-PRON-PUNCT-CONJ,false,false,0,true,false,false,false,0,8,false,dobj,false,false
3,5,1,1,0,false,ABS-ABS-PRON-VERB-ADV-PUNCT-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dep,false,false
5,7,1,2,1,false,PRON-VERB-PRON-VERB-NOUN-PUNCT-ABS-ABS,false,false,0,true,false,false,false,0,0,false,nsubj,false,false
7,8,1,2,0,false,PRON-ADJ-ADP-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
10,11,1,3,0,false,PRON-VERB-ADV-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
1,12,4,0,3,false,ABS-ABS-ABS-ABS-VERB-PRON-ADJ-PUNCT,false,false,0,false,true,false,false,0,9,false,nsubj,false,false
6,7,2,0,0,false,PUNCT-VERB-ADV-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,nsubj,false,false
1,5,1,0,0,false,ABS-ABS-ABS-ABS-VERB-ADV-ADJ-PUNCT,false,false,1,false,true,false,false,0,0,false,nsubj,false,false
1,6,1,0,0,false,ABS-ABS-ABS-ABS-VERB-ADV-VERB-ADJ,false,false,1,false,true,false,false,0,0,false,nsubj,false,false
5,10,2,1,1,false,PRON-VERB-ADV-VERB-PUNCT-ADV-ADP-PRON,false,false,0,true,false,false,false,0,0,false,dobj,false,false
6,8,1,2,0,false,DET-NOUN-VERB-PRON-VERB-PUNCT-ABS-ABS,false,false,0,false,true,false,false,0,0,false,nsubj,false,false
1,8,1,0,0,false,ABS-ABS-ABS-ABS-VERB-ADV-VERB-VERB,false,false,0,false,true,false,false,0,0,false,nsubjpass,false,false
17,18,1,3,0,false,DET-NOUN-ADP-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
9,10,2,3,0,true,VERB-VERB-PRON-ADP-PUNCT-ABS-ABS-ABS,false,false,0,false,false,false,false,0,0,false,prep_of,false,false
11,25,5,2,3,false,NOUN-PUNCT-PUNCT-PUNCT-VERB-ADJ-NOUN-ADP,false,false,1,false,true,false,false,3,11,false,nsubj,false,false
17,25,5,4,1,false,ADJ-NOUN-ADP-VERB-PUNCT-CONJ-ADV-ADP,false,false,0,true,false,false,false,3,5,false,dobj,false,false
24,25,5,5,0,true,ADV-ADP-VERB-ADP-PUNCT-ABS-ABS-ABS,false,false,0,false,false,false,false,0,0,false,prep_at,false,false
2,8,2,0,1,false,ABS-ABS-ABS-VERB-ADV-ADV-PUNCT-VERB,false,false,0,true,false,false,false,0,0,false,dobj,false,false
10,16,3,4,1,false,ADP-PROPN-PROPN-PUNCT-VERB-VERB-PUNCT-PRON,false,false,0,false,true,false,false,0,0,false,nsubjpass,false,false
2,12,3,0,1,false,ABS-ABS-ABS-ADV-VERB-VERB-PUNCT-VERB,false,false,1,false,true,false,false,0,0,false,nsubjpass,false,false
11,19,4,4,0,false,PUNCT-PRON-VERB-ADJ-VERB-VERB-PUNCT-CONJ,false,false,0,false,true,false,false,0,0,false,nsubjpass,false,false
7,30,4,1,5,false,VERB-PUNCT-VERB-ADP-VERB-VERB-PUNCT-CONJ,false,false,0,false,true,false,false,0,19,false,nsubjpass,false,false
16,30,4,3,3,false,PRON-VERB-ADV-VERB-PUNCT-CONJ-PRON-VERB,false,false,0,true,false,false,false,0,10,false,dobj,false,false
7,9,4,2,0,false,PUNCT-PUNCT-PRON-VERB-VERB-PUNCT-ABS-ABS,false,false,0,true,true,false,false,0,0,false,nsubj,false,false
6,7,1,1,0,false,PRON-VERB-ADV-VERB-PUNCT-ABS-ABS-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
6,9,1,1,0,false,VERB-ADP-VERB-ADP-VERB-VERB-PUNCT-ABS,false,false,0,false,true,false,false,0,0,false,nsubjpass,false,false
7,10,1,2,1,false,VERB-PRON-VERB-VERB-ADP-PRON-PUNCT-ABS,false,false,0,true,false,false,false,0,0,false,dobj,false,false
1,7,1,0,1,false,ABS-ABS-ABS-ABS-VERB-DET-ADJ-ADJ,false,false,2,false,true,false,false,0,0,false,nsubj,false,false
4,9,2,1,1,false,ABS-ADP-DET-PUNCT-VERB-ADV-ADJ-NOUN,false,false,1,false,true,false,false,0,0,false,nsubj,false,false
1,9,2,0,2,false,ABS-ABS-ABS-ABS-VERB-ADP-DET-NOUN,false,false,0,false,true,false,false,0,1,false,nsubj,false,false
8,18,2,2,1,false,DET-NOUN-PUNCT-CONJ-VERB-PRON-ADP-VERB,false,false,1,false,true,false,false,0,2,false,nsubj,false,false
6,10,3,1,0,false,PUNCT-PRON-VERB-PUNCT-ADV-ADV-VERB-PUNCT,false,false,0,false,false,false,false,0,0,false,nsubj,false,false
4,10,2,1,1,false,ABS-ADP-NOUN-PUNCT-VERB-DET-DET-ADJ,false,false,1,false,true,false,false,0,0,false,nsubj,false,false
1,20,7,0,5,false,ABS-ABS-ABS-ABS-VERB-DET-PUNCT-PUNCT,false,false,1,false,true,false,false,0,7,false,root,false,false
26,27,4,6,0,true,NOUN-ADV-ADJ-ADP-PUNCT-ABS-ABS-ABS,false,false,0,false,false,false,false,0,0,false,prep_about,false,false
6,7,2,0,0,false,ADJ-PUNCT-ADJ-ADV-PUNCT-ABS-ABS-ABS,false,false,0,false,false,false,false,0,0,false,root,false,false
1,7,1,0,1,false,ABS-ABS-ABS-ABS-VERB-ADV-VERB-ADP,false,false,0,false,true,false,false,0,3,false,nsubj,false,false
3,6,2,0,0,false,ABS-ABS-VERB-ADV-PUNCT-ADV-PUNCT-ABS,false,false,0,false,false,false,false,0,0,false,advmod,false,false
